images,values
images/000421.png,-6.629986
images/000422.png,-4.400261
images/000423.png,-5.161471
images/000424.png,-2.669318
images/000425.png,-0.685291
images/000426.png,9.95369
images/000427.png,3.768277
images/000428.png,1.854831
images/000429.png,1.863452
images/000430.png,-2.85198
images/000431.png,6.607661
images/000432.png,9.236303
images/000433.png,9.706578
images/000434.png,7.869876
images/000435.png,5.711026
images/000436.png,7.512067
images/000437.png,-3.507681
images/000438.png,8.843695
images/000439.png,2.365806
images/000440.png,7.493764
images/000441.png,8.559863
images/000442.png,-2.952697
images/000443.png,7.377381
images/000444.png,-6.033374
images/000445.png,-4.47049
images/000446.png,8.656001
images/000447.png,3.174936
images/000448.png,7.278602
images/000449.png,-1.307087
images/000450.png,10.34145
images/000451.png,9.636998
images/000452.png,-4.44564
images/000453.png,-5.372549
images/000454.png,-3.926651
images/000455.png,1.849239
images/000456.png,-3.918598
images/000457.png,-3.526513
images/000458.png,-2.68479
images/000459.png,-1.633895
images/000460.png,-0.760308
images/000461.png,-7.578394
images/000462.png,9.239036
images/000463.png,-3.701394
images/000464.png,-1.863477
images/000465.png,-2.572673
images/000466.png,3.349327
images/000467.png,-1.885816
images/000468.png,-4.54182
images/000469.png,7.956961
images/000470.png,5.112552
images/000471.png,2.00405
images/000472.png,-1.215564
images/000473.png,0.091381
images/000474.png,5.073175
images/000475.png,-2.446621
images/000476.png,-2.840995
images/000477.png,-8.746481
images/000478.png,-10.670106
images/000479.png,9.127608
images/000480.png,5.177915
images/000481.png,-6.91065
images/000482.png,4.136552
images/000483.png,-5.711512
images/000484.png,9.005211
images/000485.png,7.232957
images/000486.png,-5.286169
images/000487.png,6.396968
images/000488.png,-3.612884
images/000489.png,4.611828
images/000490.png,6.282495
images/000491.png,7.014231
images/000492.png,-1.564111
images/000493.png,-3.570328
images/000494.png,-4.049832
images/000495.png,-2.823249
images/000496.png,-1.53229
images/000497.png,8.939049
images/000498.png,9.47137
images/000499.png,-0.719595
images/000500.png,6.984
images/000501.png,-4.503393
images/000502.png,7.326013
images/000503.png,-2.89035
images/000504.png,-3.192199
images/000505.png,-2.060888
images/000506.png,-2.382202
images/000507.png,8.688074
images/000508.png,-2.716586
images/000509.png,-7.719589
images/000510.png,-7.408576
images/000511.png,-2.836642
images/000512.png,-2.3173
images/000513.png,6.657921
images/000514.png,9.283354
images/000515.png,2.393833
images/000516.png,8.096148
images/000517.png,8.014115
images/000518.png,-5.239805
images/000519.png,0.413111
images/000520.png,-0.819888
images/000521.png,-9.638213
images/000522.png,-3.782102
images/000523.png,-1.531085
images/000524.png,6.886979
images/000525.png,-1.991933
images/000526.png,-0.209221
images/000527.png,-4.457003
images/000528.png,4.164893
images/000529.png,2.682
images/000530.png,-0.095156
images/000531.png,-0.926669
images/000532.png,8.197488
images/000533.png,8.291087
images/000534.png,0.11672
images/000535.png,5.540682
images/000536.png,6.217805
images/000537.png,-4.763007
images/000538.png,8.596163
images/000539.png,-3.187758
images/000540.png,-7.755036
images/000541.png,7.381026
images/000542.png,-0.892884
images/000543.png,8.824328
images/000544.png,8.749337
images/000545.png,9.469345
images/000546.png,2.913376
images/000547.png,-3.865075
images/000548.png,-3.576116
images/000549.png,1.132184
images/000550.png,9.128823
images/000551.png,4.21218
images/000552.png,7.802403
images/000553.png,-2.315523
images/000554.png,5.645559
images/000555.png,8.925931
images/000556.png,1.882684
images/000557.png,1.535538
images/000558.png,-7.852232
images/000559.png,2.276646
images/000560.png,6.932903
images/000561.png,-9.287224
images/000562.png,1.771923
images/000563.png,8.658263
images/000564.png,4.472269
images/000565.png,7.643106
images/000566.png,-4.143451
images/000567.png,8.5559
images/000568.png,8.065108
images/000569.png,-0.007471
images/000570.png,-7.522169
images/000571.png,0.237481
images/000572.png,6.149134
images/000573.png,8.265306
images/000574.png,9.831756
images/000575.png,4.080587
images/000576.png,-9.154441
images/000577.png,-5.547548
images/000578.png,9.209236
images/000579.png,-0.717282
images/000580.png,7.979496
images/000581.png,8.535894
images/000582.png,-9.672145
images/000583.png,-1.015484
images/000584.png,-7.928703
images/000585.png,-8.507457
images/000586.png,7.063059
images/000587.png,4.576008
images/000588.png,-1.199799
images/000589.png,4.797652
images/000590.png,8.788654
images/000591.png,4.509427
images/000592.png,-0.877421
images/000593.png,4.238651
images/000594.png,9.535229
images/000595.png,2.23699
images/000596.png,7.823878
images/000597.png,-3.194496
images/000598.png,8.951652
images/000599.png,-4.022924
images/000600.png,-4.985888
images/000601.png,1.797344
images/000602.png,-0.959948
images/000603.png,9.173369
images/000604.png,-9.600255
images/000605.png,6.936583
images/000606.png,-5.249027
images/000607.png,7.317052
images/000608.png,7.759486
images/000609.png,-0.193497
images/000610.png,9.771809
images/000611.png,-10.659561
images/000612.png,8.012237
images/000613.png,6.590825
images/000614.png,3.616583
images/000615.png,-2.71488
images/000616.png,4.351443
images/000617.png,5.502645
images/000618.png,-0.658573
images/000619.png,-6.926227
images/000620.png,1.079864
images/000621.png,-5.144526
images/000622.png,-1.805069
images/000623.png,-6.426674
images/000624.png,-4.622147
images/000625.png,-6.333482
images/000626.png,9.083253
images/000627.png,-3.508397
images/000628.png,3.54126
images/000629.png,8.207525
images/000630.png,4.113666
images/000631.png,-7.778089
images/000632.png,-8.31082
images/000633.png,-4.093866
images/000634.png,-0.223893
images/000635.png,-7.676533
images/000636.png,-7.806678
images/000637.png,-2.95036
images/000638.png,-1.698118
images/000639.png,8.855623
images/000640.png,-2.910884
images/000641.png,-0.772659
images/000642.png,1.163527
images/000643.png,-2.646755
images/000644.png,-4.230405
images/000645.png,-0.875927
images/000646.png,4.896949
images/000647.png,8.560517
images/000648.png,-0.679841
images/000649.png,-4.874196
images/000650.png,5.394071
images/000651.png,9.355603
images/000652.png,3.898588
images/000653.png,0.062899
images/000654.png,5.044041
images/000655.png,-5.247258
images/000656.png,8.806583
images/000657.png,2.2899
images/000658.png,-2.281235
images/000659.png,2.967479
images/000660.png,-7.429472
images/000661.png,3.672814
images/000662.png,-2.951921
images/000663.png,1.222928
images/000664.png,-3.916077
images/000665.png,-2.663732
images/000666.png,4.553813
images/000667.png,-0.292481
images/000668.png,-2.067482
images/000669.png,10.291745
images/000670.png,2.029599
images/000671.png,-3.902286
images/000672.png,0.475814
images/000673.png,3.843468
images/000674.png,8.258146
images/000675.png,-0.838001
images/000676.png,9.481002
images/000677.png,-8.700541
images/000678.png,-8.509945
images/000679.png,-1.688258
images/000680.png,4.7547
images/000681.png,4.193938
images/000682.png,-8.438386
images/000683.png,8.416192
images/000684.png,7.474293
images/000685.png,8.24437
images/000686.png,-2.248567
images/000687.png,-4.76246
images/000688.png,-4.547655
images/000689.png,-0.175489
images/000690.png,9.145684
images/000691.png,5.321222
images/000692.png,8.963716
images/000693.png,2.205806
images/000694.png,1.085437
images/000695.png,1.304802
images/000696.png,-1.805224
images/000697.png,8.498923
images/000698.png,8.550382
images/000699.png,-2.977831
images/000700.png,-4.287569
images/000701.png,2.948821
images/000702.png,-3.792233
images/000703.png,-8.178542
images/000704.png,-7.666435
images/000705.png,4.515591
images/000706.png,0.03132
images/000707.png,4.858175
images/000708.png,-5.40851
images/000709.png,8.164518
images/000710.png,-6.40107
images/000711.png,-3.030703
images/000712.png,-0.918258
images/000713.png,-0.206495
images/000714.png,-9.157609
images/000715.png,-9.992768
images/000716.png,5.878254
images/000717.png,7.047202
images/000718.png,8.822225
images/000719.png,-8.521093
images/000720.png,9.546749
images/000721.png,-1.022334
images/000722.png,-0.490129
images/000723.png,5.992728
images/000724.png,-2.830726
images/000725.png,4.44705
images/000726.png,-2.68682
images/000727.png,-4.323084
images/000728.png,6.517532
images/000729.png,-1.250339
images/000730.png,6.469848
images/000731.png,-8.219742
images/000732.png,-2.737561
images/000733.png,-1.10475
images/000734.png,8.258839
images/000735.png,-6.052955
images/000736.png,8.37531
images/000737.png,8.149673
images/000738.png,4.728893
images/000739.png,7.517502
images/000740.png,5.035353
images/000741.png,0.530849
images/000742.png,9.477422
images/000743.png,-4.81072
images/000744.png,8.234674
images/000745.png,9.465908
images/000746.png,1.673511
images/000747.png,5.916662
images/000748.png,-8.644492
images/000749.png,7.522006
images/000750.png,8.563319
images/000751.png,-1.441487
images/000752.png,6.090682
images/000753.png,10.087405
images/000754.png,8.768374
images/000755.png,-2.500823
images/000756.png,-8.301935
images/000757.png,-0.235923
images/000758.png,9.612229
images/000759.png,4.014816
images/000760.png,-5.064931
images/000761.png,5.172217
images/000762.png,10.096401
images/000763.png,-4.799867
images/000764.png,9.193774
images/000765.png,-3.565325
images/000766.png,6.049921
images/000767.png,6.873904
images/000768.png,-1.84427
images/000769.png,-5.984313
images/000770.png,4.86699
images/000771.png,-2.541913
images/000772.png,-9.395572
images/000773.png,-6.284834
images/000774.png,4.693751
images/000775.png,9.15503
images/000776.png,1.741868
images/000777.png,-9.871054
images/000778.png,4.022722
images/000779.png,1.163006
images/000780.png,-0.399043
images/000781.png,-6.518139
images/000782.png,-3.980636
images/000783.png,7.388322
images/000784.png,5.108294
images/000785.png,-6.011411
images/000786.png,0.602126
images/000787.png,-6.703703
images/000788.png,6.112217
images/000789.png,-5.673294
images/000790.png,0.104069
images/000791.png,-4.427496
images/000792.png,9.189643
images/000793.png,-7.208804
images/000794.png,-1.014111
images/000795.png,-2.193374
images/000796.png,6.596385
images/000797.png,4.648127
images/000798.png,4.271019
images/000799.png,-3.808112
images/000800.png,-6.417407
images/000801.png,-2.437974
images/000802.png,-5.155594
images/000803.png,10.271105
images/000804.png,-2.851577
images/000805.png,-6.026679
images/000806.png,7.871359
images/000807.png,0.462383
images/000808.png,-0.281209
images/000809.png,5.498172
images/000810.png,4.047739
images/000811.png,7.866726
images/000812.png,-9.575651
images/000813.png,-0.559015
images/000814.png,9.151121
images/000815.png,1.979599
images/000816.png,-2.168798
images/000817.png,6.840569
images/000818.png,-3.439062
images/000819.png,1.186639
images/000820.png,0.839393
images/000821.png,-1.883907
images/000822.png,9.224352
images/000823.png,-1.766011
images/000824.png,3.619101
images/000825.png,-0.660171
images/000826.png,-6.220491
images/000827.png,9.294582
images/000828.png,7.609318
images/000829.png,-4.640679
images/000830.png,0.748311
images/000831.png,0.032661
images/000832.png,-5.192679
images/000833.png,-2.602124
images/000834.png,-10.581617
images/000835.png,-2.027849
images/000836.png,8.227073
images/000837.png,-8.535867
images/000838.png,-1.4647
images/000839.png,8.277351
images/000840.png,1.217492
images/000841.png,1.782578
images/000842.png,-4.041129
images/000843.png,-5.571822
images/000844.png,0.345281
images/000845.png,8.875038
images/000846.png,8.600694
images/000847.png,7.358096
images/000848.png,-0.227275
images/000849.png,8.448913
images/000850.png,3.082839
images/000851.png,2.176444
images/000852.png,-8.87292
images/000853.png,0.095204
images/000854.png,9.171514
images/000855.png,3.396125
images/000856.png,7.197272
images/000857.png,6.606566
images/000858.png,-2.760935
images/000859.png,2.845794
images/000860.png,-1.035445
images/000861.png,6.611826
images/000862.png,7.958277
images/000863.png,6.654543
images/000864.png,-2.59071
images/000865.png,1.023562
images/000866.png,-1.004787
images/000867.png,5.918913
images/000868.png,9.281267
images/000869.png,1.059515
images/000870.png,6.777909
images/000871.png,-7.030272
images/000872.png,-0.624437
images/000873.png,-7.854961
images/000874.png,-4.054595
images/000875.png,-4.436813
images/000876.png,7.763276
images/000877.png,-1.642298
images/000878.png,2.939635
images/000879.png,-5.345201
images/000880.png,7.960762
images/000881.png,-5.722897
images/000882.png,-5.973123
images/000883.png,-3.324725
images/000884.png,2.012953
images/000885.png,5.362113
images/000886.png,-2.041383
images/000887.png,6.713032
images/000888.png,-2.70476
images/000889.png,3.461127
images/000890.png,-6.518537
images/000891.png,-0.627123
images/000892.png,-9.207545
images/000893.png,-6.046007
images/000894.png,3.543924
images/000895.png,5.084772
images/000896.png,7.07879
images/000897.png,8.548621
images/000898.png,3.358856
images/000899.png,0.864989
images/000900.png,10.317294
images/000901.png,1.245021
images/000902.png,-3.533512
images/000903.png,-2.293502
images/000904.png,0.295541
images/000905.png,3.70864
images/000906.png,-3.030534
images/000907.png,-0.093699
images/000908.png,-2.335846
images/000909.png,2.873809
images/000910.png,-6.012015
images/000911.png,0.609155
images/000912.png,9.129883
images/000913.png,5.172398
images/000914.png,5.761055
images/000915.png,-2.028853
images/000916.png,9.427317
images/000917.png,4.507697
images/000918.png,3.405098
images/000919.png,-6.79967
images/000920.png,6.370083
images/000921.png,0.533526
images/000922.png,5.135644
images/000923.png,8.604119
images/000924.png,7.436427
images/000925.png,-4.119299
images/000926.png,7.088584
images/000927.png,2.911663
images/000928.png,7.813082
images/000929.png,-2.963184
images/000930.png,-1.887049
images/000931.png,-5.042893
images/000932.png,-2.896037
images/000933.png,-3.812343
images/000934.png,-3.436341
images/000935.png,1.122837
images/000936.png,8.163216
images/000937.png,4.637704
images/000938.png,-2.163852
images/000939.png,3.206503
images/000940.png,7.495842
images/000941.png,-1.882142
images/000942.png,-7.150414
images/000943.png,-4.505067
images/000944.png,8.382524
images/000945.png,6.789547
images/000946.png,-0.203209
images/000947.png,2.871107
images/000948.png,-10.625955
images/000949.png,0.622382
images/000950.png,4.513677
images/000951.png,3.845434
images/000952.png,9.132724
images/000953.png,-2.370897
images/000954.png,1.946175
images/000955.png,8.353079
images/000956.png,-4.885138
images/000957.png,-10.016379
images/000958.png,-9.782205
images/000959.png,1.22241
images/000960.png,0.241962
images/000961.png,7.885154
images/000962.png,-0.475445
images/000963.png,-9.27921
images/000964.png,-3.120031
images/000965.png,-8.603122
images/000966.png,4.967104
images/000967.png,-1.185174
images/000968.png,-9.526928
images/000969.png,6.882798
images/000970.png,7.240817
images/000971.png,-8.315975
images/000972.png,-2.430036
images/000973.png,-0.635755
images/000974.png,-0.566263
images/000975.png,8.382477
images/000976.png,-5.906314
images/000977.png,3.78016
images/000978.png,0.042698
images/000979.png,4.429562
images/000980.png,5.376955
images/000981.png,-5.43581
images/000982.png,-0.48415
images/000983.png,-4.671289
images/000984.png,5.15356
images/000985.png,3.357696
images/000986.png,-12.214976
images/000987.png,-1.519938
images/000988.png,-2.38693
images/000989.png,-7.782705
images/000990.png,2.019563
images/000991.png,2.801147
images/000992.png,1.974132
images/000993.png,7.730483
images/000994.png,6.429556
images/000995.png,2.360597
images/000996.png,5.081317
images/000997.png,7.06642
images/000998.png,-1.132912
images/000999.png,7.030054
images/001000.png,-6.114335
images/001001.png,6.210946
images/001002.png,-4.375185
images/001003.png,5.735895
images/001004.png,1.046918
images/001005.png,8.885098
images/001006.png,-5.269825
images/001007.png,7.831817
images/001008.png,9.70734
images/001009.png,6.012138
images/001010.png,-3.387371
images/001011.png,0.061844
images/001012.png,6.999504
images/001013.png,5.774539
images/001014.png,-9.545307
images/001015.png,-6.721047
images/001016.png,-0.055546
images/001017.png,7.549012
images/001018.png,10.185684
images/001019.png,2.24362
images/001020.png,-8.487705
images/001021.png,9.824267
images/001022.png,0.867983
images/001023.png,7.431139
images/001024.png,1.237473
images/001025.png,9.198873
images/001026.png,8.931954
images/001027.png,6.247498
images/001028.png,-1.431908
images/001029.png,7.65761
images/001030.png,-1.357527
images/001031.png,7.315187
images/001032.png,-1.534732
images/001033.png,-3.990528
images/001034.png,-9.768482
images/001035.png,7.044026
images/001036.png,1.98205
images/001037.png,-1.762216
images/001038.png,3.335262
images/001039.png,-0.453954
images/001040.png,6.620204
images/001041.png,-0.608562
images/001042.png,8.80778
images/001043.png,-7.941519
images/001044.png,7.381463
images/001045.png,-2.152529
images/001046.png,-2.557895
images/001047.png,2.541975
images/001048.png,1.053982
images/001049.png,5.976051
images/001050.png,0.561312
images/001051.png,-4.573665
images/001052.png,9.067566
images/001053.png,10.286815
images/001054.png,9.110984
images/001055.png,-5.182298
images/001056.png,7.541425
images/001057.png,6.933684
images/001058.png,-6.568627
images/001059.png,-0.827752
images/001060.png,6.982936
images/001061.png,9.306265
images/001062.png,6.311545
images/001063.png,-4.803968
images/001064.png,-5.856759
images/001065.png,4.354404
images/001066.png,-0.821776
images/001067.png,7.802548
images/001068.png,6.81004
images/001069.png,6.55583
images/001070.png,5.578536
images/001071.png,-1.85525
images/001072.png,9.151979
images/001073.png,10.408011
images/001074.png,-0.366951
images/001075.png,8.852803
images/001076.png,-6.541822
images/001077.png,-4.101515
images/001078.png,-0.01833
images/001079.png,-2.454837
images/001080.png,-10.114847
images/001081.png,2.376776
images/001082.png,10.124265
images/001083.png,-4.051795
images/001084.png,4.893417
images/001085.png,6.549184
images/001086.png,6.055692
images/001087.png,1.972891
images/001088.png,-3.875351
images/001089.png,6.488806
images/001090.png,-1.710997
images/001091.png,1.481228
images/001092.png,7.395996
images/001093.png,3.395873
images/001094.png,7.41426
images/001095.png,-1.177623
images/001096.png,-5.080636
images/001097.png,4.56738
images/001098.png,7.531034
images/001099.png,3.674047
images/001100.png,8.957797
images/001101.png,-3.628826
images/001102.png,8.201515
images/001103.png,1.993461
images/001104.png,-3.943841
images/001105.png,8.930057
images/001106.png,2.480222
images/001107.png,9.95437
images/001108.png,3.098756
images/001109.png,9.094321
images/001110.png,0.663326
images/001111.png,-1.492782
images/001112.png,4.345091
images/001113.png,-3.58139
images/001114.png,9.780205
images/001115.png,0.585454
images/001116.png,8.499439
images/001117.png,8.246948
images/001118.png,-5.790906
images/001119.png,6.81134
images/001120.png,9.787743
images/001121.png,7.530842
images/001122.png,0.464501
