images,class
01/000244.png,True
01/000245.png,True
00/000246.png,False
00/000247.png,False
00/000248.png,False
01/000249.png,True
01/000250.png,True
01/000251.png,True
01/000252.png,True
00/000253.png,False
01/000254.png,True
01/000255.png,True
01/000256.png,True
01/000257.png,True
00/000258.png,False
01/000259.png,True
00/000260.png,False
01/000261.png,True
00/000262.png,False
00/000263.png,False
01/000264.png,True
01/000265.png,True
01/000266.png,True
00/000267.png,False
01/000268.png,True
00/000269.png,False
01/000270.png,True
00/000271.png,False
01/000272.png,True
00/000273.png,False
01/000274.png,True
01/000275.png,True
00/000276.png,False
00/000277.png,False
01/000278.png,True
01/000279.png,True
01/000280.png,True
00/000281.png,False
00/000282.png,False
00/000283.png,False
00/000284.png,False
01/000285.png,True
00/000286.png,False
00/000287.png,False
00/000288.png,False
00/000289.png,False
00/000290.png,False
01/000291.png,True
00/000292.png,False
01/000293.png,True
00/000294.png,False
01/000295.png,True
00/000296.png,False
00/000297.png,False
00/000298.png,False
00/000299.png,False
00/000300.png,False
01/000301.png,True
00/000302.png,False
00/000303.png,False
00/000304.png,False
01/000305.png,True
00/000306.png,False
00/000307.png,False
00/000308.png,False
01/000309.png,True
01/000310.png,True
00/000311.png,False
00/000312.png,False
00/000313.png,False
01/000314.png,True
01/000315.png,True
01/000316.png,True
00/000317.png,False
01/000318.png,True
00/000319.png,False
00/000320.png,False
00/000321.png,False
01/000322.png,True
01/000323.png,True
00/000324.png,False
00/000325.png,False
01/000326.png,True
00/000327.png,False
01/000328.png,True
01/000329.png,True
01/000330.png,True
01/000331.png,True
00/000332.png,False
01/000333.png,True
01/000334.png,True
01/000335.png,True
01/000336.png,True
00/000337.png,False
00/000338.png,False
00/000339.png,False
00/000340.png,False
01/000341.png,True
00/000342.png,False
01/000343.png,True
01/000344.png,True
00/000345.png,False
00/000346.png,False
00/000347.png,False
00/000348.png,False
00/000349.png,False
01/000350.png,True
01/000351.png,True
00/000352.png,False
01/000353.png,True
01/000354.png,True
00/000355.png,False
01/000356.png,True
01/000357.png,True
01/000358.png,True
01/000359.png,True
01/000360.png,True
01/000361.png,True
01/000362.png,True
00/000363.png,False
01/000364.png,True
01/000365.png,True
01/000366.png,True
01/000367.png,True
00/000368.png,False
01/000369.png,True
01/000370.png,True
00/000371.png,False
00/000372.png,False
00/000373.png,False
00/000374.png,False
00/000375.png,False
00/000376.png,False
01/000377.png,True
01/000378.png,True
01/000379.png,True
01/000380.png,True
00/000381.png,False
00/000382.png,False
00/000383.png,False
00/000384.png,False
00/000385.png,False
00/000386.png,False
00/000387.png,False
01/000388.png,True
00/000389.png,False
00/000390.png,False
00/000391.png,False
01/000392.png,True
00/000393.png,False
00/000394.png,False
00/000395.png,False
00/000396.png,False
00/000397.png,False
01/000398.png,True
01/000399.png,True
00/000400.png,False
00/000401.png,False
00/000402.png,False
01/000403.png,True
01/000404.png,True
01/000405.png,True
01/000406.png,True
01/000407.png,True
01/000408.png,True
01/000409.png,True
00/000410.png,False
01/000411.png,True
01/000412.png,True
01/000413.png,True
00/000414.png,False
01/000415.png,True
01/000416.png,True
00/000417.png,False
00/000418.png,False
00/000419.png,False
00/000420.png,False
00/000421.png,False
00/000422.png,False
00/000423.png,False
01/000424.png,True
01/000425.png,True
01/000426.png,True
00/000427.png,False
00/000428.png,False
00/000429.png,False
00/000430.png,False
00/000431.png,False
00/000432.png,False
01/000433.png,True
00/000434.png,False
00/000435.png,False
00/000436.png,False
01/000437.png,True
00/000438.png,False
00/000439.png,False
01/000440.png,True
01/000441.png,True
01/000442.png,True
01/000443.png,True
01/000444.png,True
01/000445.png,True
00/000446.png,False
00/000447.png,False
00/000448.png,False
01/000449.png,True
00/000450.png,False
01/000451.png,True
00/000452.png,False
01/000453.png,True
00/000454.png,False
01/000455.png,True
00/000456.png,False
01/000457.png,True
00/000458.png,False
00/000459.png,False
00/000460.png,False
01/000461.png,True
00/000462.png,False
01/000463.png,True
00/000464.png,False
00/000465.png,False
00/000466.png,False
01/000467.png,True
00/000468.png,False
01/000469.png,True
01/000470.png,True
00/000471.png,False
01/000472.png,True
01/000473.png,True
00/000474.png,False
00/000475.png,False
00/000476.png,False
00/000477.png,False
01/000478.png,True
01/000479.png,True
00/000480.png,False
00/000481.png,False
01/000482.png,True
00/000483.png,False
00/000484.png,False
01/000485.png,True
01/000486.png,True
01/000487.png,True
01/000488.png,True
01/000489.png,True
00/000490.png,False
00/000491.png,False
00/000492.png,False
01/000493.png,True
00/000494.png,False
01/000495.png,True
00/000496.png,False
01/000497.png,True
01/000498.png,True
00/000499.png,False
00/000500.png,False
00/000501.png,False
01/000502.png,True
00/000503.png,False
00/000504.png,False
00/000505.png,False
00/000506.png,False
00/000507.png,False
01/000508.png,True
01/000509.png,True
00/000510.png,False
00/000511.png,False
00/000512.png,False
01/000513.png,True
00/000514.png,False
00/000515.png,False
00/000516.png,False
01/000517.png,True
01/000518.png,True
01/000519.png,True
01/000520.png,True
00/000521.png,False
00/000522.png,False
01/000523.png,True
01/000524.png,True
01/000525.png,True
01/000526.png,True
01/000527.png,True
01/000528.png,True
01/000529.png,True
01/000530.png,True
00/000531.png,False
00/000532.png,False
01/000533.png,True
00/000534.png,False
00/000535.png,False
01/000536.png,True
01/000537.png,True
00/000538.png,False
00/000539.png,False
00/000540.png,False
00/000541.png,False
00/000542.png,False
01/000543.png,True
01/000544.png,True
01/000545.png,True
00/000546.png,False
00/000547.png,False
01/000548.png,True
00/000549.png,False
01/000550.png,True
00/000551.png,False
00/000552.png,False
00/000553.png,False
00/000554.png,False
00/000555.png,False
00/000556.png,False
00/000557.png,False
01/000558.png,True
01/000559.png,True
00/000560.png,False
01/000561.png,True
01/000562.png,True
01/000563.png,True
01/000564.png,True
00/000565.png,False
01/000566.png,True
00/000567.png,False
00/000568.png,False
01/000569.png,True
00/000570.png,False
00/000571.png,False
00/000572.png,False
00/000573.png,False
00/000574.png,False
00/000575.png,False
01/000576.png,True
00/000577.png,False
01/000578.png,True
01/000579.png,True
00/000580.png,False
01/000581.png,True
00/000582.png,False
01/000583.png,True
01/000584.png,True
01/000585.png,True
00/000586.png,False
00/000587.png,False
00/000588.png,False
01/000589.png,True
00/000590.png,False
01/000591.png,True
01/000592.png,True
01/000593.png,True
01/000594.png,True
01/000595.png,True
01/000596.png,True
00/000597.png,False
01/000598.png,True
01/000599.png,True
00/000600.png,False
01/000601.png,True
00/000602.png,False
00/000603.png,False
01/000604.png,True
00/000605.png,False
00/000606.png,False
01/000607.png,True
00/000608.png,False
00/000609.png,False
00/000610.png,False
01/000611.png,True
01/000612.png,True
00/000613.png,False
01/000614.png,True
01/000615.png,True
01/000616.png,True
00/000617.png,False
00/000618.png,False
00/000619.png,False
00/000620.png,False
00/000621.png,False
01/000622.png,True
01/000623.png,True
01/000624.png,True
01/000625.png,True
00/000626.png,False
00/000627.png,False
01/000628.png,True
00/000629.png,False
01/000630.png,True
00/000631.png,False
01/000632.png,True
01/000633.png,True
00/000634.png,False
01/000635.png,True
00/000636.png,False
01/000637.png,True
01/000638.png,True
00/000639.png,False
00/000640.png,False
01/000641.png,True
01/000642.png,True
00/000643.png,False
00/000644.png,False
01/000645.png,True
01/000646.png,True
01/000647.png,True
01/000648.png,True
00/000649.png,False
01/000650.png,True
00/000651.png,False
01/000652.png,True
01/000653.png,True
00/000654.png,False
01/000655.png,True
00/000656.png,False
01/000657.png,True
01/000658.png,True
00/000659.png,False
01/000660.png,True
01/000661.png,True
01/000662.png,True
00/000663.png,False
00/000664.png,False
01/000665.png,True
01/000666.png,True
01/000667.png,True
00/000668.png,False
01/000669.png,True
00/000670.png,False
00/000671.png,False
00/000672.png,False
01/000673.png,True
01/000674.png,True
00/000675.png,False
00/000676.png,False
00/000677.png,False
01/000678.png,True
01/000679.png,True
01/000680.png,True
01/000681.png,True
00/000682.png,False
01/000683.png,True
01/000684.png,True
01/000685.png,True
00/000686.png,False
01/000687.png,True
00/000688.png,False
01/000689.png,True
01/000690.png,True
00/000691.png,False
01/000692.png,True
00/000693.png,False
00/000694.png,False
00/000695.png,False
01/000696.png,True
01/000697.png,True
00/000698.png,False
00/000699.png,False
01/000700.png,True
01/000701.png,True
00/000702.png,False
00/000703.png,False
00/000704.png,False
01/000705.png,True
01/000706.png,True
00/000707.png,False
01/000708.png,True
00/000709.png,False
00/000710.png,False
00/000711.png,False
01/000712.png,True
00/000713.png,False
00/000714.png,False
01/000715.png,True
00/000716.png,False
01/000717.png,True
01/000718.png,True
00/000719.png,False
01/000720.png,True
00/000721.png,False
00/000722.png,False
01/000723.png,True
01/000724.png,True
01/000725.png,True
01/000726.png,True
01/000727.png,True
00/000728.png,False
01/000729.png,True
01/000730.png,True
01/000731.png,True
00/000732.png,False
01/000733.png,True
00/000734.png,False
00/000735.png,False
01/000736.png,True
00/000737.png,False
00/000738.png,False
00/000739.png,False
00/000740.png,False
01/000741.png,True
00/000742.png,False
01/000743.png,True
01/000744.png,True
01/000745.png,True
01/000746.png,True
01/000747.png,True
00/000748.png,False
00/000749.png,False
00/000750.png,False
01/000751.png,True
00/000752.png,False
01/000753.png,True
00/000754.png,False
00/000755.png,False
01/000756.png,True
00/000757.png,False
00/000758.png,False
00/000759.png,False
00/000760.png,False
00/000761.png,False
00/000762.png,False
01/000763.png,True
00/000764.png,False
01/000765.png,True
00/000766.png,False
00/000767.png,False
01/000768.png,True
01/000769.png,True
00/000770.png,False
01/000771.png,True
01/000772.png,True
00/000773.png,False
01/000774.png,True
00/000775.png,False
01/000776.png,True
01/000777.png,True
01/000778.png,True
01/000779.png,True
00/000780.png,False
00/000781.png,False
00/000782.png,False
00/000783.png,False
00/000784.png,False
00/000785.png,False
00/000786.png,False
00/000787.png,False
01/000788.png,True
00/000789.png,False
01/000790.png,True
00/000791.png,False
00/000792.png,False
01/000793.png,True
01/000794.png,True
01/000795.png,True
00/000796.png,False
01/000797.png,True
01/000798.png,True
00/000799.png,False
00/000800.png,False
01/000801.png,True
00/000802.png,False
00/000803.png,False
00/000804.png,False
01/000805.png,True
00/000806.png,False
01/000807.png,True
00/000808.png,False
01/000809.png,True
01/000810.png,True
01/000811.png,True
01/000812.png,True
00/000813.png,False
00/000814.png,False
00/000815.png,False
01/000816.png,True
00/000817.png,False
01/000818.png,True
00/000819.png,False
00/000820.png,False
00/000821.png,False
01/000822.png,True
01/000823.png,True
01/000824.png,True
00/000825.png,False
01/000826.png,True
00/000827.png,False
01/000828.png,True
00/000829.png,False
01/000830.png,True
00/000831.png,False
00/000832.png,False
01/000833.png,True
01/000834.png,True
01/000835.png,True
01/000836.png,True
00/000837.png,False
00/000838.png,False
00/000839.png,False
00/000840.png,False
01/000841.png,True
01/000842.png,True
01/000843.png,True
00/000844.png,False
00/000845.png,False
00/000846.png,False
01/000847.png,True
01/000848.png,True
00/000849.png,False
01/000850.png,True
00/000851.png,False
00/000852.png,False
00/000853.png,False
00/000854.png,False
01/000855.png,True
01/000856.png,True
01/000857.png,True
00/000858.png,False
00/000859.png,False
00/000860.png,False
00/000861.png,False
01/000862.png,True
01/000863.png,True
01/000864.png,True
01/000865.png,True
00/000866.png,False
00/000867.png,False
01/000868.png,True
00/000869.png,False
01/000870.png,True
01/000871.png,True
01/000872.png,True
01/000873.png,True
01/000874.png,True
00/000875.png,False
00/000876.png,False
01/000877.png,True
00/000878.png,False
01/000879.png,True
00/000880.png,False
01/000881.png,True
00/000882.png,False
00/000883.png,False
00/000884.png,False
01/000885.png,True
01/000886.png,True
01/000887.png,True
00/000888.png,False
00/000889.png,False
00/000890.png,False
01/000891.png,True
00/000892.png,False
00/000893.png,False
01/000894.png,True
01/000895.png,True
01/000896.png,True
01/000897.png,True
00/000898.png,False
00/000899.png,False
00/000900.png,False
01/000901.png,True
01/000902.png,True
01/000903.png,True
01/000904.png,True
01/000905.png,True
01/000906.png,True
00/000907.png,False
01/000908.png,True
00/000909.png,False
01/000910.png,True
00/000911.png,False
00/000912.png,False
00/000913.png,False
00/000914.png,False
01/000915.png,True
00/000916.png,False
01/000917.png,True
01/000918.png,True
00/000919.png,False
01/000920.png,True
00/000921.png,False
00/000922.png,False
01/000923.png,True
00/000924.png,False
00/000925.png,False
00/000926.png,False
01/000927.png,True
00/000928.png,False
01/000929.png,True
01/000930.png,True
00/000931.png,False
00/000932.png,False
01/000933.png,True
01/000934.png,True
00/000935.png,False
01/000936.png,True
01/000937.png,True
01/000938.png,True
01/000939.png,True
01/000940.png,True
00/000941.png,False
00/000942.png,False
01/000943.png,True
00/000944.png,False
01/000945.png,True
01/000946.png,True
01/000947.png,True
01/000948.png,True
01/000949.png,True
01/000950.png,True
00/000951.png,False
00/000952.png,False
01/000953.png,True
00/000954.png,False
01/000955.png,True
00/000956.png,False
01/000957.png,True
01/000958.png,True
01/000959.png,True
00/000960.png,False
00/000961.png,False
01/000962.png,True
00/000963.png,False
01/000964.png,True
00/000965.png,False
00/000966.png,False
00/000967.png,False
01/000968.png,True
01/000969.png,True
00/000970.png,False
00/000971.png,False
00/000972.png,False
00/000973.png,False
01/000974.png,True
00/000975.png,False
00/000976.png,False
00/000977.png,False
00/000978.png,False
00/000979.png,False
01/000980.png,True
00/000981.png,False
01/000982.png,True
01/000983.png,True
00/000984.png,False
00/000985.png,False
00/000986.png,False
00/000987.png,False
00/000988.png,False
00/000989.png,False
00/000990.png,False
01/000991.png,True
01/000992.png,True
01/000993.png,True
01/000994.png,True
01/000995.png,True
01/000996.png,True
01/000997.png,True
01/000998.png,True
00/000999.png,False
01/001000.png,True
00/001001.png,False
00/001002.png,False
00/001003.png,False
01/001004.png,True
00/001005.png,False
00/001006.png,False
00/001007.png,False
01/001008.png,True
01/001009.png,True
00/001010.png,False
01/001011.png,True
00/001012.png,False
01/001013.png,True
01/001014.png,True
01/001015.png,True
01/001016.png,True
00/001017.png,False
00/001018.png,False
01/001019.png,True
00/001020.png,False
01/001021.png,True
00/001022.png,False
01/001023.png,True
00/001024.png,False
01/001025.png,True
00/001026.png,False
00/001027.png,False
00/001028.png,False
01/001029.png,True
01/001030.png,True
01/001031.png,True
01/001032.png,True
01/001033.png,True
00/001034.png,False
01/001035.png,True
00/001036.png,False
00/001037.png,False
01/001038.png,True
01/001039.png,True
01/001040.png,True
01/001041.png,True
01/001042.png,True
00/001043.png,False
01/001044.png,True
01/001045.png,True
00/001046.png,False
00/001047.png,False
00/001048.png,False
01/001049.png,True
00/001050.png,False
00/001051.png,False
01/001052.png,True
00/001053.png,False
01/001054.png,True
01/001055.png,True
00/001056.png,False
01/001057.png,True
00/001058.png,False
00/001059.png,False
01/001060.png,True
01/001061.png,True
01/001062.png,True
00/001063.png,False
01/001064.png,True
01/001065.png,True
00/001066.png,False
00/001067.png,False
00/001068.png,False
00/001069.png,False
01/001070.png,True
01/001071.png,True
00/001072.png,False
01/001073.png,True
00/001074.png,False
01/001075.png,True
00/001076.png,False
01/001077.png,True
00/001078.png,False
01/001079.png,True
00/001080.png,False
01/001081.png,True
01/001082.png,True
00/001083.png,False
00/001084.png,False
01/001085.png,True
01/001086.png,True
00/001087.png,False
00/001088.png,False
01/001089.png,True
01/001090.png,True
00/001091.png,False
01/001092.png,True
00/001093.png,False
01/001094.png,True
01/001095.png,True
00/001096.png,False
00/001097.png,False
01/001098.png,True
00/001099.png,False
01/001100.png,True
01/001101.png,True
00/001102.png,False
01/001103.png,True
01/001104.png,True
00/001105.png,False
00/001106.png,False
01/001107.png,True
01/001108.png,True
01/001109.png,True
01/001110.png,True
00/001111.png,False
00/001112.png,False
01/001113.png,True
00/001114.png,False
00/001115.png,False
00/001116.png,False
00/001117.png,False
00/001118.png,False
01/001119.png,True
01/001120.png,True
00/001121.png,False
00/001122.png,False
00/001123.png,False
00/001124.png,False
01/001125.png,True
01/001126.png,True
01/001127.png,True
01/001128.png,True
00/001129.png,False
00/001130.png,False
00/001131.png,False
00/001132.png,False
01/001133.png,True
01/001134.png,True
01/001135.png,True
01/001136.png,True
01/001137.png,True
00/001138.png,False
00/001139.png,False
01/001140.png,True
00/001141.png,False
00/001142.png,False
01/001143.png,True
01/001144.png,True
01/001145.png,True
00/001146.png,False
00/001147.png,False
00/001148.png,False
01/001149.png,True
01/001150.png,True
01/001151.png,True
01/001152.png,True
01/001153.png,True
00/001154.png,False
00/001155.png,False
01/001156.png,True
01/001157.png,True
01/001158.png,True
01/001159.png,True
00/001160.png,False
00/001161.png,False
00/001162.png,False
00/001163.png,False
01/001164.png,True
01/001165.png,True
00/001166.png,False
01/001167.png,True
01/001168.png,True
01/001169.png,True
01/001170.png,True
01/001171.png,True
00/001172.png,False
